ABSTRACT_ID,TEXT,LOCATION,LABEL
43,two rabbit erythrocyte casein kinases gtpcasein kinase i and gtpcasein kinase ii have been purified and fold respectively studies employing SDG centrifugation indicate that kinase i has a molecular weight of about s and kinase ii about s these enzymes can utilize either atp or gtp as the phosphoryl donor among various protein substrates examined these kinases catalyze the phosphorylation of casein greater than dephosphorylated phosvitin congruent to dephosphorylated CS greater than phosvitin histones protamine and bovine serum albumin are poor phosphoryl acceptors kinetic data indicate that both enzymes are inhibited by high CS substrate concentrations which may be partially relieved by nacl both phosphotransferases require mg for activity and are optimally AS at ph the enzymes have apparent km values of m for gtp m for atp and mgml for casein the incorporation of the terminal phosphate of gtp into CS as catalyzed by these enzymes is inhibited to varying degrees by atp itp adp and gdp but not by utp ctp gmp adenosine cyclic monophosphate and cGMP in addition naf and diphosphoglyceric acid are also found to inhibit the activity of both kinases the effect of diphosphoglycerate is interesting and suggests that this metabolite may regulate the activity of the CK in the red blood cells,202,casein kinases
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,6,binding
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,41,binding
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,100,turning point
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,113,binding
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,119,binding
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,124,polymer
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,168,correlation
44,theory is presented relating to the IB of an effector to two states of a protein acceptor coexisting in equilibrium the problem is treated in terms of the four possible cases which specify relations between numbers of binding sites and intrinsic IB constants relevant to the acceptor states it is shown that a distinction between these cases may be possible on the basis of the form of a plot of unbound effector concentration versus the constituent equilibrium coefficient which may be calculated from the sedimentation coefficient of the protein constituent particularly noteworthy in this respect is the finding that a TP may exist in this plot for defined conditions with systems in which IB sites are not conserved and IB affinities are altered on CP formation the latter type of system is exemplified by studies on methaemoglobin a in m sodium acetate ph in the absence of added organic phosphate effectors a dimertetramer equilibrium operates governed by an association constant of x mol determined from sedimentation equilibrium results rho of sedimentation velocity and equilibrium results shows that addition of adenosine triphosphate atp results in its binding to one site on each of the dimeric alpha beta and tetrameric alpha beta species with intrinsic IB constants and mol respectively it is also shown that diphosphoglycerate perturbs the dimertetramer equilibrium in a similar way to atp,203,binding
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,15,nterminal
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,17,groups
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,26,groups
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,50,sites
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,52,specific
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,61,binding
45,human hemoglobin was spin labeled with isothiocanatotetramethylpiperdinooxyl which is known to bind specifically to the NT alphaamino CG of proteins and slightly to the reactive sulfhydryl CG electron spin resonance esr analysis indicated a partially resolved fiveline spectrum suggesting that the label was attached to at least two different binding CS using TPS blocking reagents prior to spin labeling the two IB sites were attributed to the sulfhydryl group of beta immobile and the alphaamino group of the NT valines mobile the relative motion of the spin at one set of binding sites was restricted regardless of the state of ligation and ph while the motion at the other site showed dependence on those parameters eg the spinlabeled nterminal ends of deoxyhemoglobin have restricted motion at all ph ranges studied while those of oxyhemoglobin are relatively free to move at the basic ph range but become more restricted in the acidic ph range,78,nterminal
46,hb k̦ln beta val leads to met was found to precipitate rapidly during mechanical shaking the rate of precipitation of hb k̦ln is times faster than that of hb s the kinetics of precipitation of the patients hemolysate which is a mixture of hb k̦ln and hb a showed a biphasic curve indicating that hb k̦ln precipitates independently from hb a the instability of hb k̦ln may be attributed to the conformational NC in the vicinity of heme the mechanical shaking may be used as a new method for PCD and quantitation of hemoglobin k̦ln and other unstable hemoglobins,72,change
46,hb k̦ln beta val leads to met was found to precipitate rapidly during mechanical shaking the rate of precipitation of hb k̦ln is times faster than that of hb s the kinetics of precipitation of the patients hemolysate which is a mixture of hb k̦ln and hb a showed a biphasic curve indicating that hb k̦ln precipitates independently from hb a the instability of hb k̦ln may be attributed to the conformational NC in the vicinity of heme the mechanical shaking may be used as a new method for PCD and quantitation of hemoglobin k̦ln and other unstable hemoglobins,89,detection
47,the erythrocruorin of the leech haemopis grandis possessed an sw of s at neutral ph its isoelectric point at ph and exhibited a slightly sigmoid oxygenation curve with n approximately and p mm at ph a minimum molecular weight of per heme group was determined from the iron and heme contents and weight respectively the subunit composition of the erythrocruorin was investigated using gel filtration in sodium dodecyl sulfate and polyacrylamide gel electrophoresis in sodium dodecyl sulfate at neutral ph haemopis erythrocruorin dissociated in the presence of sodium dodecyl sulfate into four subunits through possessing molecular weights of about and respectively when the erythrocruorin was reduced with mercaptoethanol prior to sodium dodecyl sulfate PACE three subunits were observed possessing molecular weights of about i ii and iii sodium dodecyl sulfate PACE of the isolated subunits through showed that S1 i was provided by subunits and S1 ii was provided by subunit and subunit iii was provided by both S1 and subunit haemopis erythrocruorin thus appeared to consist of at least five different polypeptide chains it is likely that not all of the constituent polypeptide chains were associated each with a heme group the shape of the haemopis erythrocruorin observed by electron microscopy appeared to be consistent with the twotiered hexagonal array characteristic of annelid erythrocruorins and chlorocruorins,113,electrophoresis
47,the erythrocruorin of the leech haemopis grandis possessed an sw of s at neutral ph its isoelectric point at ph and exhibited a slightly sigmoid oxygenation curve with n approximately and p mm at ph a minimum molecular weight of per heme group was determined from the iron and heme contents and weight respectively the subunit composition of the erythrocruorin was investigated using gel filtration in sodium dodecyl sulfate and polyacrylamide gel electrophoresis in sodium dodecyl sulfate at neutral ph haemopis erythrocruorin dissociated in the presence of sodium dodecyl sulfate into four subunits through possessing molecular weights of about and respectively when the erythrocruorin was reduced with mercaptoethanol prior to sodium dodecyl sulfate PACE three subunits were observed possessing molecular weights of about i ii and iii sodium dodecyl sulfate PACE of the isolated subunits through showed that S1 i was provided by subunits and S1 ii was provided by subunit and subunit iii was provided by both S1 and subunit haemopis erythrocruorin thus appeared to consist of at least five different polypeptide chains it is likely that not all of the constituent polypeptide chains were associated each with a heme group the shape of the haemopis erythrocruorin observed by electron microscopy appeared to be consistent with the twotiered hexagonal array characteristic of annelid erythrocruorins and chlorocruorins,130,electrophoresis
47,the erythrocruorin of the leech haemopis grandis possessed an sw of s at neutral ph its isoelectric point at ph and exhibited a slightly sigmoid oxygenation curve with n approximately and p mm at ph a minimum molecular weight of per heme group was determined from the iron and heme contents and weight respectively the subunit composition of the erythrocruorin was investigated using gel filtration in sodium dodecyl sulfate and polyacrylamide gel electrophoresis in sodium dodecyl sulfate at neutral ph haemopis erythrocruorin dissociated in the presence of sodium dodecyl sulfate into four subunits through possessing molecular weights of about and respectively when the erythrocruorin was reduced with mercaptoethanol prior to sodium dodecyl sulfate PACE three subunits were observed possessing molecular weights of about i ii and iii sodium dodecyl sulfate PACE of the isolated subunits through showed that S1 i was provided by subunits and S1 ii was provided by subunit and subunit iii was provided by both S1 and subunit haemopis erythrocruorin thus appeared to consist of at least five different polypeptide chains it is likely that not all of the constituent polypeptide chains were associated each with a heme group the shape of the haemopis erythrocruorin observed by electron microscopy appeared to be consistent with the twotiered hexagonal array characteristic of annelid erythrocruorins and chlorocruorins,138,subunit
47,the erythrocruorin of the leech haemopis grandis possessed an sw of s at neutral ph its isoelectric point at ph and exhibited a slightly sigmoid oxygenation curve with n approximately and p mm at ph a minimum molecular weight of per heme group was determined from the iron and heme contents and weight respectively the subunit composition of the erythrocruorin was investigated using gel filtration in sodium dodecyl sulfate and polyacrylamide gel electrophoresis in sodium dodecyl sulfate at neutral ph haemopis erythrocruorin dissociated in the presence of sodium dodecyl sulfate into four subunits through possessing molecular weights of about and respectively when the erythrocruorin was reduced with mercaptoethanol prior to sodium dodecyl sulfate PACE three subunits were observed possessing molecular weights of about i ii and iii sodium dodecyl sulfate PACE of the isolated subunits through showed that S1 i was provided by subunits and S1 ii was provided by subunit and subunit iii was provided by both S1 and subunit haemopis erythrocruorin thus appeared to consist of at least five different polypeptide chains it is likely that not all of the constituent polypeptide chains were associated each with a heme group the shape of the haemopis erythrocruorin observed by electron microscopy appeared to be consistent with the twotiered hexagonal array characteristic of annelid erythrocruorins and chlorocruorins,145,subunit
47,the erythrocruorin of the leech haemopis grandis possessed an sw of s at neutral ph its isoelectric point at ph and exhibited a slightly sigmoid oxygenation curve with n approximately and p mm at ph a minimum molecular weight of per heme group was determined from the iron and heme contents and weight respectively the subunit composition of the erythrocruorin was investigated using gel filtration in sodium dodecyl sulfate and polyacrylamide gel electrophoresis in sodium dodecyl sulfate at neutral ph haemopis erythrocruorin dissociated in the presence of sodium dodecyl sulfate into four subunits through possessing molecular weights of about and respectively when the erythrocruorin was reduced with mercaptoethanol prior to sodium dodecyl sulfate PACE three subunits were observed possessing molecular weights of about i ii and iii sodium dodecyl sulfate PACE of the isolated subunits through showed that S1 i was provided by subunits and S1 ii was provided by subunit and subunit iii was provided by both S1 and subunit haemopis erythrocruorin thus appeared to consist of at least five different polypeptide chains it is likely that not all of the constituent polypeptide chains were associated each with a heme group the shape of the haemopis erythrocruorin observed by electron microscopy appeared to be consistent with the twotiered hexagonal array characteristic of annelid erythrocruorins and chlorocruorins,158,subunit
48,the contractile proteins from arterial smooth muscle are highly soluble and can be extracted at i however they can be precipitated by a prolonged dialysis at ph to give an actomyosin with a high although variable actinmyosin ratio the sedimentation behavior of this actomyosin at high ionic strength was examined as a CF of ph protein concentration and composition by preparative ultracentrifugation comparisons with synthetic skeletal muscle actomyosins of similar composition demonstrated significant differences in the behaviors of these two systems it was found that much smooth muscle actomyosin is not dissociated by normally relaxing conditions and that it sediments at a slower rate than factin the solubility of the supernatant protein a myosinenriched AM in m k cl ph depended on the ph during centrifugation a lower solubility was associated only with a higher actin concentration in the supernatant suggesting a dependence on actin repolymerization pure S1 was selectively precipitated from the supernatant by polyethylene glycol but only when the protein was soluble at low ionic strength the solubility of purified myosin was similar to that of myosin from striated muscles a relationship between the presence of depolymerized actin and the high solubility of smooth muscle contractile proteins is suggested,52,function
48,the contractile proteins from arterial smooth muscle are highly soluble and can be extracted at i however they can be precipitated by a prolonged dialysis at ph to give an actomyosin with a high although variable actinmyosin ratio the sedimentation behavior of this actomyosin at high ionic strength was examined as a CF of ph protein concentration and composition by preparative ultracentrifugation comparisons with synthetic skeletal muscle actomyosins of similar composition demonstrated significant differences in the behaviors of these two systems it was found that much smooth muscle actomyosin is not dissociated by normally relaxing conditions and that it sediments at a slower rate than factin the solubility of the supernatant protein a myosinenriched AM in m k cl ph depended on the ph during centrifugation a lower solubility was associated only with a higher actin concentration in the supernatant suggesting a dependence on actin repolymerization pure S1 was selectively precipitated from the supernatant by polyethylene glycol but only when the protein was soluble at low ionic strength the solubility of purified myosin was similar to that of myosin from striated muscles a relationship between the presence of depolymerized actin and the high solubility of smooth muscle contractile proteins is suggested,114,actomyosin
48,the contractile proteins from arterial smooth muscle are highly soluble and can be extracted at i however they can be precipitated by a prolonged dialysis at ph to give an actomyosin with a high although variable actinmyosin ratio the sedimentation behavior of this actomyosin at high ionic strength was examined as a CF of ph protein concentration and composition by preparative ultracentrifugation comparisons with synthetic skeletal muscle actomyosins of similar composition demonstrated significant differences in the behaviors of these two systems it was found that much smooth muscle actomyosin is not dissociated by normally relaxing conditions and that it sediments at a slower rate than factin the solubility of the supernatant protein a myosinenriched AM in m k cl ph depended on the ph during centrifugation a lower solubility was associated only with a higher actin concentration in the supernatant suggesting a dependence on actin repolymerization pure S1 was selectively precipitated from the supernatant by polyethylene glycol but only when the protein was soluble at low ionic strength the solubility of purified myosin was similar to that of myosin from striated muscles a relationship between the presence of depolymerized actin and the high solubility of smooth muscle contractile proteins is suggested,147,myosin
49,the activities of hybrid dimers of ALP phosphatase containing two chemically modified subunits have been investigated one hybrid species was prepared by dissociation and reconstitution of a mixture of two variants produced by chemical modification of the native enzyme with succinic anhydride and tetranitromethane respectively the succinylnitrotyrosyl hybrid was separated from the other members of the hybrid set by deaesephadex chromatography and then converted to a succinylaminotyrosyl hybrid by reduction of the modified IMT residues with sodium dithionite a comparison of the activities of these two hybrids with the activities of the succinyl nitrotyrosyl and aminotyrosyl derivatives has shown that either the subunits of alkaline phosphatase function independently or if the subunits turnover alternately in a reciprocating mechanism then the alpha of each S1 must be strongly dependent on its partner subunit,6,alkaline
49,the activities of hybrid dimers of ALP phosphatase containing two chemically modified subunits have been investigated one hybrid species was prepared by dissociation and reconstitution of a mixture of two variants produced by chemical modification of the native enzyme with succinic anhydride and tetranitromethane respectively the succinylnitrotyrosyl hybrid was separated from the other members of the hybrid set by deaesephadex chromatography and then converted to a succinylaminotyrosyl hybrid by reduction of the modified IMT residues with sodium dithionite a comparison of the activities of these two hybrids with the activities of the succinyl nitrotyrosyl and aminotyrosyl derivatives has shown that either the subunits of alkaline phosphatase function independently or if the subunits turnover alternately in a reciprocating mechanism then the alpha of each S1 must be strongly dependent on its partner subunit,73,tyrosine
49,the activities of hybrid dimers of ALP phosphatase containing two chemically modified subunits have been investigated one hybrid species was prepared by dissociation and reconstitution of a mixture of two variants produced by chemical modification of the native enzyme with succinic anhydride and tetranitromethane respectively the succinylnitrotyrosyl hybrid was separated from the other members of the hybrid set by deaesephadex chromatography and then converted to a succinylaminotyrosyl hybrid by reduction of the modified IMT residues with sodium dithionite a comparison of the activities of these two hybrids with the activities of the succinyl nitrotyrosyl and aminotyrosyl derivatives has shown that either the subunits of alkaline phosphatase function independently or if the subunits turnover alternately in a reciprocating mechanism then the alpha of each S1 must be strongly dependent on its partner subunit,120,intrinsic activity
49,the activities of hybrid dimers of ALP phosphatase containing two chemically modified subunits have been investigated one hybrid species was prepared by dissociation and reconstitution of a mixture of two variants produced by chemical modification of the native enzyme with succinic anhydride and tetranitromethane respectively the succinylnitrotyrosyl hybrid was separated from the other members of the hybrid set by deaesephadex chromatography and then converted to a succinylaminotyrosyl hybrid by reduction of the modified IMT residues with sodium dithionite a comparison of the activities of these two hybrids with the activities of the succinyl nitrotyrosyl and aminotyrosyl derivatives has shown that either the subunits of alkaline phosphatase function independently or if the subunits turnover alternately in a reciprocating mechanism then the alpha of each S1 must be strongly dependent on its partner subunit,123,subunit
50,the na kactivated mgdependent atpase from rabbit kidney outer medulla was prepared in a partially inactivated soluble form depleted of endogenous phospholipids using deoxycholate this preparation was reactivated to fold by sonicated liposomes of phosphatidylserine but not by nonsonicated phosphatidylserine liposomes or sonicated phosphatidylcholine liposomes the reconstituted enzyme resembled native membrane preparations of na katpase in its ph optimum being around showing optimal activity at mgatp mol ratios of approximately and a km value for atp of mm arrhenius plots of this reactivated activity at a constant ph of and an mg atp mol ratio of showed a discontinuity sharp change of Mw at degrees c with activation energy ea values of kcalmol above this temperature and kcal below it a further discontinuity was also found at degrees c and the ea below this was very high greater than kcalmol increased mg concentrations at mgatp ratios in excess of inhibited the na katpase activity and also abolished the discontinuities in the arrhenius plots the addition of cholesterol to phosphatidylserine at a mol ratio partially inhibited na katpase reactivation arrhenius plots under these conditions showed a single discontinuity at degrees c and ea values of and kcalmol above and below this temperature respectively the ouabaininsensitive mgatpase normally showed a linear arrhenius plot with an ea of kcalmol the cholesterolphosphatidylserine mixed liposomes stimulated the mgatpase activity which now also showed a discontinuity at degrees c with however an increased value of kcalmol above this temperature and kcalmol below kinetic studies showed that cholesterol had no significant effect on the km values for atp since both cholesterol and mg are known to alter the effects of temperature on the fluidity of phospholipids the above results are discussed in this context,102,slope
51,a preparation of atpase from the membranes of micrococcus lysodeikticus solubilized and more than pure showed two main bands in analytical PAGE they did not correspond to isoenzymes because one band could be converted into the other by SE to a mildly ALP ph value the conversion was paralleled by changes in molecular weight circular dichroism and catalytic properties denaturation by ph at degrees c was followed by means of circular dichroism ultracentrifugation and PAGE a C1 conformational transition took place in the acid range with midpoints at about ph i m i m and i m the transition was irreversible strong aggregation of the protein occurred in this range of ph the final product was largely random coil but even at ph dissociation into individual subunits was not CR however partial dissociation took place at ph i m at this ph value the enzyme was inactive but of the activity could be recovered when the ph was returned to in the alkaline region the Tm of the transition occurred near ph i m the pk of most of the tyrosine residues of the protein was about the unfolding was irreversible and the protein was soon converted into peptide species with molecular weights lower than those determined for the subunits by gel electrophoresis in the presence of sodium dodecyl sulphate conventional proteolysis did not account for the transformation,21,polyacrylamide gel electrophoresis
51,a preparation of atpase from the membranes of micrococcus lysodeikticus solubilized and more than pure showed two main bands in analytical PAGE they did not correspond to isoenzymes because one band could be converted into the other by SE to a mildly ALP ph value the conversion was paralleled by changes in molecular weight circular dichroism and catalytic properties denaturation by ph at degrees c was followed by means of circular dichroism ultracentrifugation and PAGE a C1 conformational transition took place in the acid range with midpoints at about ph i m i m and i m the transition was irreversible strong aggregation of the protein occurred in this range of ph the final product was largely random coil but even at ph dissociation into individual subunits was not CR however partial dissociation took place at ph i m at this ph value the enzyme was inactive but of the activity could be recovered when the ph was returned to in the alkaline region the Tm of the transition occurred near ph i m the pk of most of the tyrosine residues of the protein was about the unfolding was irreversible and the protein was soon converted into peptide species with molecular weights lower than those determined for the subunits by gel electrophoresis in the presence of sodium dodecyl sulphate conventional proteolysis did not account for the transformation,38,exposure
51,a preparation of atpase from the membranes of micrococcus lysodeikticus solubilized and more than pure showed two main bands in analytical PAGE they did not correspond to isoenzymes because one band could be converted into the other by SE to a mildly ALP ph value the conversion was paralleled by changes in molecular weight circular dichroism and catalytic properties denaturation by ph at degrees c was followed by means of circular dichroism ultracentrifugation and PAGE a C1 conformational transition took place in the acid range with midpoints at about ph i m i m and i m the transition was irreversible strong aggregation of the protein occurred in this range of ph the final product was largely random coil but even at ph dissociation into individual subunits was not CR however partial dissociation took place at ph i m at this ph value the enzyme was inactive but of the activity could be recovered when the ph was returned to in the alkaline region the Tm of the transition occurred near ph i m the pk of most of the tyrosine residues of the protein was about the unfolding was irreversible and the protein was soon converted into peptide species with molecular weights lower than those determined for the subunits by gel electrophoresis in the presence of sodium dodecyl sulphate conventional proteolysis did not account for the transformation,42,alkaline
